epoch,acc,loss,val_acc,val_loss
0,0.6262626262731888,1.012358496354105,0.6431862484388438,0.7912760445375762
1,0.8394471026155599,0.36659156405004695,0.8832181463654786,0.2559117542636874
2,0.879186602881376,0.2478238965166644,0.8455165692113423,0.32723743352466667
3,0.8855218855113229,0.2209830561016714,0.8716108452950558,0.24921575280531236
4,0.8923444975970929,0.19862195143838227,0.9094896331738437,0.1682947563694372
5,0.8996987418145675,0.1804990667612781,0.9101541733226306,0.1632342327444895
6,0.9008949140633714,0.17871601141668392,0.8793638135743399,0.2388830104720322
7,0.9029771398086825,0.1687208935129881,0.9125908204855573,0.14340886179223755
8,0.9046606415027467,0.17100523376314855,0.905812511075669,0.14945881119505924
9,0.907496012748608,0.16188766491100465,0.9230019493177388,0.12498650690479607
10,0.9109959241432564,0.15713176695818432,0.9190590111642744,0.15093859101129237
11,0.911881977682014,0.15624485530214025,0.9265461633882687,0.13829414829566888
12,0.9140085061243318,0.15060904817089593,0.8920343788870467,0.2115820484097579
13,0.9097997519155776,0.15731611515948393,0.9185716817295765,0.14087849958408138
14,0.9189704058125111,0.14229553659323912,0.9031543505227716,0.18945190120879882
15,0.9195463406095348,0.14296320676750776,0.9292486266276102,0.1243568431086285
16,0.9174641148325359,0.14572535152873017,0.9109516214779373,0.1471960191591325
17,0.9199450646924694,0.1405189174405495,0.9293815346446925,0.12041714681461309
18,0.918040049618997,0.1461472876373914,0.9213184476342371,0.1385924359900709
19,0.9262360446676599,0.12878903014089924,0.9310650363281943,0.11710615611638284
20,0.9252170831118199,0.13464488582992565,0.9320839978734715,0.12380278471348324
21,0.9264575580259429,0.13215977490085587,0.9371345029239766,0.110951170766267
22,0.9257487152223994,0.14166543792900876,0.9330586567428673,0.11794498762445586
23,0.9275651249229834,0.1282760419853292,0.9251284777600567,0.13460366817360575
24,0.9239323055006903,0.1403765133944319,0.9318181818181818,0.12441328502617131
25,0.9304004962005324,0.12371606650017433,0.943203969519759,0.10607505826919547
26,0.9282739677582146,0.12746607046136998,0.9195463405989722,0.13231767662200927
27,0.9317738791528628,0.12329995825928977,0.934033315612263,0.12550774309206533
28,0.9304447988658515,0.12816952705372078,0.9318624844940634,0.12211533331190275
29,0.9331029594081863,0.124449429642419,0.946969696969697,0.10898175928197061
30,0.9339447102710623,0.12628324329935578,0.9327485380222584,0.11859792107975316
31,0.9334573808258019,0.11996676736854078,0.948608895977317,0.1016908264883165
