epoch,acc,loss,val_acc,val_loss
0,0.6642300194931774,0.9040348776293502,0.8689083820768394,0.37002765014305533
1,0.904173312068049,0.26466078514138497,0.8480418217260323,0.37387050104948216
2,0.9272993088888188,0.1919794434903679,0.8796296296401922,0.3520201590811976
3,0.9416533758744647,0.15315929707189244,0.9073631047209632,0.2482501979274951
4,0.9481215665426191,0.13635550268772073,0.9308435229382235,0.17061732761692583
5,0.9505139110402269,0.1273301676979898,0.9550327839801525,0.1147227148206394
6,0.9513556618714151,0.12409667015846752,0.9463937621937984,0.12400504897790726
7,0.960792131855326,0.100587939989101,0.891059720017651,0.5101209713669929
8,0.9603934077618288,0.10079824176836305,0.9097111465638144,0.20892664316256704
9,0.9643806486017374,0.08830147501574369,0.9512227538543327,0.13700236542652597
10,0.9677919546340599,0.07917139648066891,0.8739588871273445,0.4128228097846433
11,0.9649122807123169,0.09227758015557297,0.9334130781604828,0.1552641869902389
12,0.9716019847704421,0.07102837928772321,0.9809055466950204,0.05073369872689791
13,0.9743487506751027,0.06629866557801481,0.8694400141874189,0.4879264703300032
14,0.9790005316426732,0.05640494011061297,0.9020910863121752,0.5512947391968828
15,0.9774942406521354,0.06103260406462471,0.9409445330392336,0.1440590599813551
16,0.9765195817827397,0.06118447880688142,0.9315523657628921,0.18589204651355248
17,0.9808169413432571,0.05234988561261035,0.9628743576217623,0.09170909687294439
18,0.9822346269820317,0.0476256971262843,0.9490962254120149,0.14599649375741935
19,0.9826776537408479,0.047152700586910894,0.9185716817295765,0.22280565483108408
20,0.9770512138933192,0.06442073700571938,0.9945507708665603,0.0186952908168379
21,0.9856459330143541,0.03922202670806433,0.9929558745348219,0.021447012786720964
22,0.9887471203260677,0.03386501222331078,0.954501151869573,0.11762138035449334
23,0.9862661704766968,0.0366904778868467,0.9409888357362404,0.15593997877572757
24,0.9850256955520114,0.0417018856697036,0.9961899698741804,0.01338633827357996
25,0.9882154882049257,0.0315131964668047,0.9891015417331207,0.030021518777812308
26,0.9863104731525785,0.036769316445814285,0.9696526670210881,0.090691752924856
